Job index,Operation index,Machine index,Grey processing time
4,1,1,"[4.8]:0.29 | (4.8,5.0):0.04 | [5.0]:0.29 | [5.1]:0.29 | (5.1,5.3]:0.08"
4,2,4,"[6.7]:0.03 | [6.8]:0.36 | (6.8,7.0):0.03 | [7.0]:0.19 | [7.1]:0.19 | [7.2]:0.19"
4,2,3,"[8.3,8.8):0.15 | [8.8]:0.36 | [8.9]:0.36 | (8.9,9.3]:0.12"
4,3,1,"[8.1]:0.39 | (8.1,8.3):0.06 | [8.3]:0.56"
4,3,4,"[7.9]:0.02 | [8.0]:0.19 | [8.1]:0.36 | (8.1,8.4):0.05 | [8.4]:0.19 | [8.5]:0.19"
4,4,4,"[7.6,8.4):0.33 | [8.4]:0.54 | (8.4,8.7]:0.12"
4,5,1,"[7.8]:0.23 | (7.8,8.1):0.05 | [8.1]:0.42 | (8.1,8.5):0.07 | [8.5]:0.23"
4,5,2,"[6.0]:0.36 | (6.0,6.5):0.1 | [6.5]:0.36 | [6.6]:0.19"
4,6,4,[5.2]:0.27 | [5.3]:0.47 | [5.4]:0.27
4,6,2,"[5.4,5.7):0.14 | [5.7]:0.55 | (5.7,6.4]:0.32"
4,7,4,[6.5]:0.7 | [6.6]:0.3
5,1,3,[7.4]:0.06 | [7.5]:0.39 | [7.6]:0.56
5,1,1,[4.8]:0.75 | [4.9]:0.25
5,2,4,[5.9]:0.75 | [6.0]:0.25
5,2,2,[7.0]:0.42 | [7.1]:0.58
5,3,4,"[7.0,7.2):0.17 | [7.2]:0.42 | [7.3]:0.42"
5,3,3,"[9.1]:0.75 | (9.1,9.4]:0.25"
5,4,3,"[7.4]:0.02 | [7.5]:0.22 | (7.5,8.1):0.08 | [8.1]:0.22 | (8.1,8.3):0.02 | [8.3]:0.42 | (8.3,8.5]:0.03"
5,5,3,"[4.9,5.2):0.12 | [5.2]:0.29 | [5.3]:0.29 | [5.4]:0.29"
5,5,2,[6.7]:0.25 | [6.8]:0.75
5,6,1,[7.7]:0.37 | [7.8]:0.2 | [7.9]:0.2 | [8.0]:0.2 | [8.1]:0.03
5,6,2,"[5.5,6.0):0.15 | [6.0]:0.36 | (6.0,6.2):0.03 | [6.2]:0.36 | (6.2,6.5]:0.09"
6,1,4,[6.0]:0.75 | [6.1]:0.25
6,2,4,[4.6]:0.08 | [4.7]:0.58 | [4.8]:0.33
6,2,2,[6.3]:0.22 | [6.4]:0.39 | [6.5]:0.39
6,3,3,"[7.4]:0.06 | [7.5]:0.39 | [7.6]:0.39 | (7.6,7.9]:0.17"
6,4,3,[7.5]:0.44 | [7.6]:0.44 | [7.7]:0.11
6,4,1,"[4.7]:0.06 | [4.8]:0.31 | (4.8,5.0):0.06 | [5.0]:0.56"
6,5,4,"[5.5,5.7):0.06 | [5.7]:0.28 | [5.8]:0.28 | [5.9]:0.28 | (5.9,6.2]:0.09"
6,5,2,[6.7]:0.5 | [6.8]:0.5
6,6,4,"[8.1]:0.24 | [8.2]:0.44 | [8.3]:0.24 | (8.3,8.5]:0.08"
6,7,1,"[7.6,7.8):0.07 | [7.8]:0.23 | (7.8,8.0):0.03 | [8.0]:0.43 | [8.1]:0.23"
6,7,2,"[6.0,6.3):0.07 | [6.3]:0.36 | [6.4]:0.52 | (6.4,6.6]:0.05"
6,8,1,[8.0]:0.5 | [8.1]:0.5
6,8,4,"[7.6]:0.03 | [7.7]:0.7 | (7.7,8.5]:0.27"
6,9,4,[5.1]:0.27 | [5.2]:0.47 | [5.3]:0.27
6,9,1,[4.7]:1.0
7,1,3,"[7.7]:0.02 | [7.8]:0.18 | (7.8,8.0):0.02 | [8.0]:0.18 | (8.0,8.3):0.03 | [8.3]:0.18 | [8.4]:0.18 | [8.5]:0.18 | [8.6]:0.02"
7,2,4,"[7.0,7.2):0.25 | [7.2]:0.62 | [7.3]:0.12"
7,2,3,[8.4]:0.7 | [8.5]:0.3
7,3,1,"[5.5,6.2):0.39 | [6.2]:0.56 | [6.3]:0.06"
7,3,2,[4.6]:0.03 | [4.7]:0.23 | [4.8]:0.23 | [4.9]:0.23 | [5.0]:0.23 | [5.1]:0.03
7,4,4,[6.5]:1.0
7,4,2,[6.7]:0.17 | [6.8]:0.83
7,5,3,[7.3]:0.44 | [7.4]:0.44 | [7.5]:0.11
8,1,3,"[6.8]:0.06 | [6.9]:0.56 | (6.9,7.5]:0.38"
8,1,1,"[4.8]:0.28 | (4.8,5.3):0.12 | [5.3]:0.28 | [5.4]:0.28 | [5.5]:0.03"
8,2,3,[7.3]:0.33 | [7.4]:0.58 | [7.5]:0.08
8,3,4,"[6.7,7.0):0.25 | [7.0]:0.58 | (7.0,7.2]:0.17"
8,3,3,"[8.9]:0.27 | (8.9,9.1):0.02 | [9.1]:0.27 | (9.1,9.4):0.05 | [9.4]:0.27 | (9.4,9.8]:0.1"
8,4,4,"[4.6]:0.58 | (4.6,5.1]:0.42"
8,4,1,[5.3]:1.0
8,5,3,"[7.1]:0.62 | (7.1,7.4]:0.38"
8,6,4,[8.6]:0.38 | [8.7]:0.62
8,7,4,"[8.6]:0.05 | [8.7]:0.55 | (8.7,9.5]:0.4"
8,7,3,[6.1]:0.58 | [6.2]:0.42
8,8,1,[6.1]:0.21 | [6.2]:0.38 | [6.3]:0.21 | [6.4]:0.21
8,8,2,"[4.9]:0.67 | (4.9,5.1]:0.33"
9,1,3,[4.6]:0.1 | [4.7]:0.9
9,1,2,[6.6]:0.06 | [6.7]:0.56 | [6.8]:0.31 | [6.9]:0.06
9,2,4,"[8.0]:0.03 | [8.1]:0.53 | (8.1,8.5):0.09 | [8.5]:0.28 | (8.5,8.7]:0.06"
9,3,4,"[4.7]:0.37 | [4.8]:0.37 | (4.8,5.5]:0.26"
9,3,2,"[6.3]:0.67 | (6.3,6.5]:0.33"
9,4,1,"[5.5,5.7):0.14 | [5.7]:0.57 | (5.7,6.1]:0.29"
9,4,2,[4.7]:0.06 | [4.8]:0.56 | [4.9]:0.39
9,5,4,"[5.8,6.0):0.05 | [6.0]:0.23 | [6.1]:0.42 | (6.1,6.4):0.05 | [6.4]:0.23 | [6.5]:0.03"
9,6,1,"[7.3]:0.4 | (7.3,7.6):0.13 | [7.6]:0.4 | [7.7]:0.07"
9,6,4,"[8.2,8.8):0.23 | [8.8]:0.54 | (8.8,9.4]:0.23"
9,7,1,"[7.9]:0.19 | [8.0]:0.19 | [8.1]:0.19 | [8.2]:0.19 | (8.2,8.4):0.03 | [8.4]:0.19"
9,7,4,[7.8]:0.11 | [7.9]:0.44 | [8.0]:0.44
9,8,1,"[7.6]:0.18 | (7.6,7.8):0.01 | [7.8]:0.18 | (7.8,8.0):0.01 | [8.0]:0.18 | [8.1]:0.18 | [8.2]:0.18 | (8.2,8.7]:0.07"
9,8,2,"[5.9]:0.04 | [6.0]:0.29 | [6.1]:0.29 | (6.1,6.3):0.04 | [6.3]:0.29 | (6.3,6.5]:0.07"
9,9,3,"[6.3]:0.01 | [6.4]:0.18 | [6.5]:0.18 | (6.5,6.7):0.01 | [6.7]:0.18 | (6.7,7.0):0.03 | [7.0]:0.18 | (7.0,7.2):0.01 | [7.2]:0.18 | (7.2,7.5]:0.04"
10,1,1,"[7.9,8.2):0.09 | [8.2]:0.23 | [8.3]:0.23 | [8.4]:0.23 | [8.5]:0.23"
10,1,2,"[5.8]:0.19 | [5.9]:0.36 | [6.0]:0.19 | (6.0,6.2):0.03 | [6.2]:0.19 | [6.3]:0.03"
10,2,1,[7.7]:0.27 | [7.8]:0.67 | [7.9]:0.07
10,2,4,[7.4]:0.06 | [7.5]:0.31 | [7.6]:0.56 | [7.7]:0.06
10,3,1,[7.2]:0.17 | [7.3]:0.67 | [7.4]:0.17
10,3,4,"[8.7,9.0):0.06 | [9.0]:0.27 | [9.1]:0.27 | (9.1,9.5):0.06 | [9.5]:0.27 | (9.5,9.9]:0.08"
10,4,4,"[8.3]:0.08 | [8.4]:0.58 | (8.4,8.8]:0.33"
10,4,3,"[5.8,6.0):0.25 | [6.0]:0.62 | [6.1]:0.12"
10,5,1,"[5.9]:0.67 | (5.9,6.1]:0.33"
10,5,2,[5.1]:0.5 | [5.2]:0.5
10,6,3,"[7.3,7.6):0.04 | [7.6]:0.21 | (7.6,7.8):0.01 | [7.8]:0.21 | [7.9]:0.21 | (7.9,8.2):0.03 | [8.2]:0.21 | (8.2,8.7]:0.07"
10,7,3,[7.3]:0.17 | [7.4]:0.67 | [7.5]:0.17
10,8,4,[6.2]:0.25 | [6.3]:0.75
10,9,4,[5.2]:0.08 | [5.3]:0.58 | [5.4]:0.33
10,9,2,"[5.7,5.9):0.06 | [5.9]:0.28 | [6.0]:0.28 | [6.1]:0.28 | (6.1,6.4]:0.09"
11,1,1,"[7.4,8.5):0.42 | [8.5]:0.54 | [8.6]:0.04"
11,1,2,"[5.8]:0.19 | (5.8,6.0):0.03 | [6.0]:0.36 | [6.1]:0.19 | (6.1,6.3):0.03 | [6.3]:0.19"
11,2,1,[7.7]:0.38 | [7.8]:0.62
11,2,4,"[7.9]:0.02 | [8.0]:0.22 | [8.1]:0.22 | (8.1,8.5):0.06 | [8.5]:0.42 | (8.5,8.8]:0.06"
11,3,1,"[5.7]:0.44 | (5.7,6.0):0.08 | [6.0]:0.44 | [6.1]:0.04"
11,3,2,[4.6]:0.3 | [4.7]:0.7
11,4,3,[6.5]:0.08 | [6.6]:0.42 | [6.7]:0.42 | [6.8]:0.08
11,5,4,[5.6]:1.0
11,6,3,"[7.6]:0.19 | (7.6,7.9):0.05 | [7.9]:0.36 | (7.9,8.1):0.02 | [8.1]:0.36 | [8.2]:0.02"
11,7,4,"[9.1]:0.62 | (9.1,9.4]:0.38"
11,7,3,"[6.1,6.3):0.08 | [6.3]:0.24 | (6.3,6.5):0.04 | [6.5]:0.64"
12,1,4,"[8.0]:0.23 | (8.0,8.2):0.03 | [8.2]:0.43 | [8.3]:0.23 | (8.3,8.6]:0.09"
12,2,3,"[7.1,7.3):0.25 | [7.3]:0.62 | [7.4]:0.12"
12,3,4,[6.7]:0.05 | [6.8]:0.65 | [6.9]:0.25 | [7.0]:0.05
12,3,3,"[8.4,8.9):0.31 | [8.9]:0.56 | (8.9,9.1]:0.12"
12,4,1,"[5.7]:0.03 | [5.8]:0.23 | [5.9]:0.23 | [6.0]:0.23 | [6.1]:0.23 | (6.1,6.3]:0.06"
12,4,2,[4.6]:1.0
12,5,3,"[7.4,7.6):0.04 | [7.6]:0.27 | (7.6,8.4):0.13 | [8.4]:0.27 | [8.5]:0.27 | [8.6]:0.02"
12,6,1,"[8.1]:0.58 | (8.1,8.6]:0.42"
12,6,4,[7.4]:1.0
13,1,4,"[7.4,7.6):0.07 | [7.6]:0.7 | (7.6,8.3]:0.23"
13,2,4,"[8.3]:0.35 | (8.3,8.7):0.06 | [8.7]:0.35 | (8.7,9.8]:0.23"
13,2,3,[6.4]:0.9 | [6.5]:0.1
13,3,1,"[7.8]:0.22 | [7.9]:0.42 | (7.9,8.2):0.04 | [8.2]:0.22 | (8.2,8.7]:0.1"
13,3,4,[7.9]:0.5 | [8.0]:0.5
13,4,4,[5.6]:1.0
13,4,2,"[6.6]:0.18 | (6.6,6.8):0.02 | [6.8]:0.18 | (6.8,7.0):0.02 | [7.0]:0.18 | (7.0,7.2):0.02 | [7.2]:0.18 | (7.2,7.4):0.02 | [7.4]:0.18 | [7.5]:0.02"
13,5,4,"[5.5]:0.07 | [5.6]:0.57 | (5.6,6.1]:0.36"
13,5,2,[6.4]:0.42 | [6.5]:0.58
13,6,1,"[7.6]:0.29 | [7.7]:0.29 | (7.7,8.0):0.08 | [8.0]:0.29 | [8.1]:0.04"
13,6,2,"[6.1]:0.03 | [6.2]:0.43 | [6.3]:0.23 | (6.3,6.5):0.03 | [6.5]:0.23 | [6.6]:0.03"
13,7,3,"[6.8,7.0):0.05 | [7.0]:0.42 | [7.1]:0.23 | [7.2]:0.23 | (7.2,7.5]:0.07"
13,7,1,"[4.8]:0.23 | (4.8,5.0):0.03 | [5.0]:0.43 | (5.0,5.3):0.06 | [5.3]:0.23 | [5.4]:0.03"
14,1,1,[5.6]:1.0
14,1,2,"[4.7]:0.44 | (4.7,4.9):0.11 | [4.9]:0.44"
14,2,3,"[6.6,6.9):0.07 | [6.9]:0.27 | (6.9,7.1):0.02 | [7.1]:0.27 | (7.1,7.4):0.05 | [7.4]:0.27 | (7.4,7.6]:0.05"
14,2,1,"[4.9]:0.36 | (4.9,5.4):0.11 | [5.4]:0.53"
14,3,1,"[7.3]:0.12 | [7.4]:0.62 | (7.4,7.6]:0.25"
14,3,4,"[7.9,8.1):0.06 | [8.1]:0.19 | [8.2]:0.19 | [8.3]:0.19 | [8.4]:0.36"
14,4,1,"[7.6,7.8):0.07 | [7.8]:0.37 | [7.9]:0.37 | (7.9,8.4]:0.19"
14,4,2,"[6.0,6.2):0.13 | [6.2]:0.4 | (6.2,6.4):0.07 | [6.4]:0.4"
14,5,4,[4.9]:0.08 | [5.0]:0.58 | [5.1]:0.33
14,5,1,"[4.5,4.7):0.07 | [4.7]:0.37 | (4.7,5.1):0.1 | [5.1]:0.37 | (5.1,5.4]:0.1"
14,6,4,"[6.0]:0.1 | [6.1]:0.6 | (6.1,6.4]:0.3"
14,6,2,[7.3]:0.05 | [7.4]:0.45 | [7.5]:0.25 | [7.6]:0.25
14,7,4,[6.3]:0.07 | [6.4]:0.67 | [6.5]:0.27
15,1,3,"[7.4]:0.29 | (7.4,7.7):0.07 | [7.7]:0.29 | (7.7,7.9):0.04 | [7.9]:0.29 | [8.0]:0.04"
15,2,1,[7.5]:0.45 | [7.6]:0.25 | [7.7]:0.25 | [7.8]:0.05
15,2,4,"[9.4]:0.37 | [9.5]:0.2 | (9.5,9.7):0.03 | [9.7]:0.2 | [9.8]:0.2"
15,3,4,"[8.6]:0.42 | [8.7]:0.42 | (8.7,8.9]:0.17"
15,3,3,"[5.7]:0.23 | (5.7,6.0):0.05 | [6.0]:0.23 | [6.1]:0.23 | [6.2]:0.23 | (6.2,6.4]:0.05"
15,4,3,[6.9]:0.08 | [7.0]:0.58 | [7.1]:0.33
15,5,4,[5.1]:0.04 | [5.2]:0.21 | [5.3]:0.54 | [5.4]:0.21
15,5,2,[6.2]:0.22 | [6.3]:0.22 | [6.4]:0.56
15,6,1,"[7.5]:0.07 | [7.6]:0.73 | (7.6,7.9]:0.2"
15,6,2,"[5.9,6.1):0.07 | [6.1]:0.29 | [6.2]:0.54 | (6.2,6.5]:0.11"
15,7,1,"[5.6]:0.45 | [5.7]:0.45 | (5.7,5.9]:0.1"
15,7,2,[5.2]:0.12 | [5.3]:0.88
