Job index,Operation index,Machine index,Grey processing time
6,2,6,"[14.6,14.8):0.03 | [14.8]:0.26 | (14.8,15.3):0.06 | [15.3]:0.26 | (15.3,15.6):0.03 | [15.6]:0.26 | (15.6,16.3]:0.1"
6,2,7,"[13.0]:0.02 | [13.1]:0.18 | (13.1,13.4):0.03 | [13.4]:0.18 | (13.4,13.6):0.02 | [13.6]:0.35 | [13.7]:0.18 | (13.7,13.9]:0.03"
6,3,3,[17.6]:0.06 | [17.7]:0.56 | [17.8]:0.31 | [17.9]:0.06
6,3,4,[5.1]:0.42 | [5.2]:0.58
6,4,8,"[16.9,17.3):0.04 | [17.3]:0.18 | (17.3,17.6):0.02 | [17.6]:0.18 | (17.6,17.8):0.01 | [17.8]:0.18 | (17.8,18.1):0.02 | [18.1]:0.18 | (18.1,18.4):0.02 | [18.4]:0.18"
6,4,7,[2.7]:0.5 | [2.8]:0.5
6,4,6,[11.8]:0.07 | [11.9]:0.47 | [12.0]:0.47
6,4,3,"[14.7,15.4):0.27 | [15.4]:0.54 | (15.4,15.9]:0.19"
6,5,4,"[10.3,10.8):0.07 | [10.8]:0.35 | (10.8,11.1):0.03 | [11.1]:0.35 | (11.1,11.4):0.03 | [11.4]:0.18"
6,5,1,"[8.7,9.2):0.36 | [9.2]:0.57 | [9.3]:0.07"
6,5,2,"[18.7]:0.37 | (18.7,19.1):0.1 | [19.1]:0.37 | (19.1,19.6]:0.17"
6,5,6,"[18.9]:0.24 | [19.0]:0.44 | [19.1]:0.24 | (19.1,19.3]:0.08"
6,5,3,"[12.5,12.7):0.04 | [12.7]:0.36 | (12.7,13.3):0.11 | [13.3]:0.36 | (13.3,13.9]:0.13"
6,6,5,"[9.4]:0.36 | (9.4,9.7):0.06 | [9.7]:0.19 | [9.8]:0.36 | [9.9]:0.03"
6,6,2,[10.7]:0.5 | [10.8]:0.5
6,6,1,"[11.5]:0.23 | [11.6]:0.23 | [11.7]:0.23 | [11.8]:0.23 | (11.8,12.0]:0.07"
6,6,8,"[4.8]:0.23 | (4.8,5.2):0.09 | [5.2]:0.43 | [5.3]:0.23 | [5.4]:0.03"
6,6,3,"[14.2]:0.27 | (14.2,14.4):0.02 | [14.4]:0.27 | (14.4,14.7):0.05 | [14.7]:0.27 | (14.7,15.1]:0.1"
6,7,4,"[10.2]:0.01 | [10.3]:0.51 | (10.3,11.0):0.09 | [11.0]:0.26 | (11.0,11.8]:0.12"
6,7,1,"[6.8]:0.2 | [6.9]:0.2 | (6.9,7.1):0.03 | [7.1]:0.37 | [7.2]:0.2"
6,7,6,"[11.9,12.1):0.03 | [12.1]:0.51 | (12.1,13.5):0.16 | [13.5]:0.26 | (13.5,13.8]:0.04"
6,7,8,[3.0]:0.5 | [3.1]:0.5
6,8,7,"[14.0,14.3):0.03 | [14.3]:0.26 | (14.3,15.2):0.09 | [15.2]:0.26 | (15.2,15.4):0.01 | [15.4]:0.26 | (15.4,16.1]:0.08"
6,8,8,"[10.4,10.7):0.04 | [10.7]:0.21 | (10.7,11.0):0.03 | [11.0]:0.41 | (11.0,11.8):0.09 | [11.8]:0.21"
6,8,4,"[4.9,5.1):0.25 | [5.1]:0.62 | [5.2]:0.12"
6,8,5,[19.8]:0.62 | [19.9]:0.38
6,9,5,[6.2]:1.0
6,9,6,[2.8]:0.2 | [2.9]:0.2 | [3.0]:0.37 | [3.1]:0.2 | [3.2]:0.03
6,10,3,[3.1]:0.7 | [3.2]:0.3
6,10,5,"[4.6]:0.28 | [4.7]:0.28 | (4.7,5.0):0.06 | [5.0]:0.28 | (5.0,5.3]:0.09"
7,1,5,"[10.3]:0.2 | (10.3,10.5):0.03 | [10.5]:0.2 | [10.6]:0.53 | [10.7]:0.03"
7,1,2,[10.8]:0.17 | [10.9]:0.67 | [11.0]:0.17
7,1,1,"[11.1]:0.04 | [11.2]:0.37 | (11.2,11.7):0.15 | [11.7]:0.37 | (11.7,11.9]:0.07"
7,1,8,"[4.5]:0.04 | [4.6]:0.37 | (4.6,5.2):0.19 | [5.2]:0.37 | [5.3]:0.04"
7,1,3,[14.2]:0.22 | [14.3]:0.56 | [14.4]:0.22
7,2,4,"[9.9,10.3):0.2 | [10.3]:0.55 | (10.3,10.8]:0.25"
7,2,1,[7.0]:0.88 | [7.1]:0.12
7,2,6,"[12.8]:0.71 | (12.8,13.0):0.04 | [13.0]:0.21 | [13.1]:0.04"
7,2,8,[2.9]:0.58 | [3.0]:0.42
7,3,2,[0.9]:0.38 | [1.0]:0.62
7,3,4,"[11.7,11.9):0.02 | [11.9]:0.26 | (11.9,12.8):0.08 | [12.8]:0.26 | (12.8,13.3):0.04 | [13.3]:0.26 | (13.3,14.2]:0.09"
7,4,1,"[17.2,17.5):0.25 | [17.5]:0.58 | (17.5,17.7]:0.17"
7,5,6,"[15.4,15.8):0.33 | [15.8]:0.58 | [15.9]:0.08"
7,5,7,[12.4]:0.7 | [12.5]:0.3
7,6,5,"[6.7]:0.62 | (6.7,7.0]:0.38"
7,6,2,[0.9]:0.7 | [1.0]:0.3
7,6,7,"[1.9]:0.27 | (1.9,2.1):0.07 | [2.1]:0.67"
7,6,3,"[17.4,17.6):0.04 | [17.6]:0.36 | (17.6,18.5):0.18 | [18.5]:0.36 | (18.5,18.8]:0.07"
7,7,5,"[1.9]:0.05 | [2.0]:0.45 | (2.0,2.2):0.05 | [2.2]:0.45"
7,8,4,"[11.0,11.4):0.33 | [11.4]:0.58 | [11.5]:0.08"
7,8,1,"[8.4,9.0):0.3 | [9.0]:0.55 | (9.0,9.3]:0.15"
7,8,2,"[16.3,16.5):0.02 | [16.5]:0.26 | (16.5,17.2):0.06 | [17.2]:0.26 | (17.2,18.8):0.14 | [18.8]:0.26"
7,8,6,"[16.7]:0.01 | [16.8]:0.21 | (16.8,17.4):0.05 | [17.4]:0.41 | (17.4,17.8):0.03 | [17.8]:0.21 | (17.8,18.6]:0.08"
7,8,3,"[12.1]:0.04 | [12.2]:0.29 | (12.2,12.4):0.04 | [12.4]:0.29 | [12.5]:0.29 | (12.5,12.7]:0.07"
7,9,3,"[16.4]:0.36 | (16.4,17.3):0.19 | [17.3]:0.36 | (17.3,17.7]:0.1"
7,9,4,[5.0]:0.39 | [5.1]:0.56 | [5.2]:0.06
7,10,7,"[14.8]:0.05 | [14.9]:0.38 | [15.0]:0.38 | (15.0,15.4]:0.19"
7,10,6,[1.8]:0.17 | [1.9]:0.67 | [2.0]:0.17
7,10,8,"[17.1,17.3):0.04 | [17.3]:0.19 | [17.4]:0.19 | [17.5]:0.35 | (17.5,17.7):0.02 | [17.7]:0.19 | [17.8]:0.02"
8,1,7,[14.4]:0.42 | [14.5]:0.58
8,1,6,[1.9]:1.0
8,1,8,"[19.3,19.9):0.12 | [19.9]:0.27 | (19.9,20.2):0.04 | [20.2]:0.27 | (20.2,20.4):0.02 | [20.4]:0.27 | [20.5]:0.02"
8,2,1,"[17.5,17.8):0.08 | [17.8]:0.36 | (17.8,18.5):0.17 | [18.5]:0.36 | [18.6]:0.03"
8,3,7,"[15.7]:0.3 | (15.7,16.1):0.15 | [16.1]:0.55"
8,3,8,"[10.8]:0.06 | [10.9]:0.56 | (10.9,11.6]:0.39"
8,3,4,"[4.6]:0.6 | (4.6,5.0]:0.4"
8,3,5,"[18.5,18.9):0.04 | [18.9]:0.21 | (18.9,19.3):0.03 | [19.3]:0.21 | (19.3,19.6):0.02 | [19.6]:0.21 | (19.6,19.8):0.01 | [19.8]:0.21 | (19.8,20.3]:0.05"
8,4,6,"[15.4,15.6):0.1 | [15.6]:0.38 | (15.6,16.0):0.14 | [16.0]:0.38"
8,4,7,[13.1]:1.0
8,5,5,"[9.2]:0.44 | (9.2,9.4):0.11 | [9.4]:0.44"
8,5,2,[9.5]:0.25 | [9.6]:0.25 | [9.7]:0.25 | [9.8]:0.25
8,5,1,"[11.2,11.5):0.07 | [11.5]:0.27 | (11.5,11.8):0.05 | [11.8]:0.27 | (11.8,12.0):0.02 | [12.0]:0.27 | (12.0,12.2]:0.05"
8,5,8,[4.6]:0.11 | [4.7]:0.44 | [4.8]:0.44
8,5,3,"[14.0,14.5):0.36 | [14.5]:0.57 | [14.6]:0.07"
8,6,4,"[10.4,10.6):0.04 | [10.6]:0.27 | (10.6,10.9):0.04 | [10.9]:0.27 | (10.9,11.2):0.04 | [11.2]:0.27 | (11.2,11.5]:0.06"
8,6,1,[7.1]:0.33 | [7.2]:0.33 | [7.3]:0.33
8,6,6,[12.8]:0.62 | [12.9]:0.38
8,6,8,[2.9]:1.0
8,7,4,"[11.4,11.6):0.14 | [11.6]:0.57 | (11.6,12.0]:0.29"
8,7,1,"[8.8]:0.03 | [8.9]:0.36 | (8.9,9.6):0.18 | [9.6]:0.36 | (9.6,9.8]:0.06"
8,7,2,"[18.6]:0.28 | [18.7]:0.28 | (18.7,18.9):0.03 | [18.9]:0.28 | (18.9,19.3]:0.12"
8,7,6,"[18.5,18.8):0.17 | [18.8]:0.39 | [18.9]:0.39 | [19.0]:0.06"
8,7,3,"[11.8]:0.53 | (11.8,13.5]:0.47"
8,8,2,[0.9]:0.5 | [1.0]:0.5
8,8,4,"[13.2]:0.54 | (13.2,13.6):0.11 | [13.6]:0.29 | (13.6,13.8]:0.07"
8,9,3,"[16.6]:0.05 | [16.7]:0.38 | (16.7,17.1):0.14 | [17.1]:0.38 | [17.2]:0.05"
8,9,4,"[4.8]:0.05 | [4.9]:0.38 | (4.9,5.3):0.14 | [5.3]:0.38 | [5.4]:0.05"
8,10,3,[2.8]:0.17 | [2.9]:0.83
8,10,5,[4.9]:0.5 | [5.0]:0.5
9,1,1,"[17.1,17.8):0.18 | [17.8]:0.69 | (17.8,18.3]:0.13"
9,2,5,[9.4]:0.92 | [9.5]:0.08
9,2,2,[10.0]:0.38 | [10.1]:0.62
9,2,1,"[12.4,12.6):0.06 | [12.6]:0.23 | [12.7]:0.43 | [12.8]:0.23 | (12.8,13.0]:0.06"
9,2,8,"[4.6]:0.25 | (4.6,4.8):0.05 | [4.8]:0.25 | [4.9]:0.45"
9,2,3,"[13.2]:0.05 | [13.3]:0.65 | (13.3,13.5):0.05 | [13.5]:0.25"
9,3,8,"[16.9]:0.29 | (16.9,17.4):0.14 | [17.4]:0.29 | [17.5]:0.29"
9,3,7,"[2.9]:0.78 | (2.9,3.1]:0.22"
9,3,6,"[10.4,10.7):0.05 | [10.7]:0.22 | (10.7,10.9):0.02 | [10.9]:0.22 | [11.0]:0.22 | (11.0,11.3):0.04 | [11.3]:0.22 | [11.4]:0.02"
9,3,3,"[15.6]:0.03 | [15.7]:0.53 | (15.7,17.1]:0.44"
9,4,7,"[14.1]:0.21 | [14.2]:0.54 | (14.2,14.4):0.04 | [14.4]:0.21"
9,4,6,[1.9]:0.56 | [2.0]:0.22 | [2.1]:0.22
9,4,8,"[20.2,20.4):0.12 | [20.4]:0.56 | (20.4,20.9]:0.31"
9,5,6,[15.1]:0.83 | [15.2]:0.17
9,5,7,"[12.1,12.8):0.1 | [12.8]:0.26 | (12.8,13.4):0.07 | [13.4]:0.26 | [13.5]:0.26 | (13.5,13.7]:0.03"
9,6,4,[11.4]:0.08 | [11.5]:0.83 | [11.6]:0.08
9,6,1,"[6.6]:0.04 | [6.7]:0.54 | (6.7,7.7]:0.42"
9,6,6,[12.2]:0.5 | [12.3]:0.5
9,6,8,"[2.8]:0.3 | (2.8,3.0):0.05 | [3.0]:0.3 | [3.1]:0.3 | [3.2]:0.05"
9,7,5,"[1.8,2.1):0.3 | [2.1]:0.6 | [2.2]:0.1"
