Job index,Operation index,Machine index,Grey processing time
6,1,4,"[5.6,5.8):0.1 | [5.8]:0.8 | (5.8,6.0]:0.1"
6,1,3,"[6.2]:0.25 | [6.3]:0.25 | (6.3,6.5):0.05 | [6.5]:0.45"
6,1,5,[3.0]:0.58 | [3.1]:0.42
6,2,6,[4.6]:0.38 | [4.7]:0.62
6,2,3,"[3.6,3.9):0.12 | [3.9]:0.64 | [4.0]:0.24"
6,3,3,[4.6]:0.88 | [4.7]:0.12
6,3,1,[3.8]:0.44 | [3.9]:0.44 | [4.0]:0.11
6,3,2,[2.8]:0.2 | [2.9]:0.37 | [3.0]:0.2 | [3.1]:0.2 | [3.2]:0.03
6,3,6,[3.1]:1.0
6,3,5,[1.9]:0.44 | [2.0]:0.44 | [2.1]:0.11
6,4,5,[3.0]:0.3 | [3.1]:0.7
6,4,4,"[6.1,6.3):0.2 | [6.3]:0.6 | (6.3,6.5]:0.2"
6,4,2,"[3.9,4.3):0.22 | [4.3]:0.72 | [4.4]:0.06"
6,4,6,"[5.7,6.0):0.3 | [6.0]:0.6 | [6.1]:0.1"
6,4,3,[5.7]:0.03 | [5.8]:0.19 | [5.9]:0.19 | [6.0]:0.19 | [6.1]:0.36 | [6.2]:0.03
6,4,1,[2.0]:0.42 | [2.1]:0.58
6,5,2,"[5.4]:0.02 | [5.5]:0.19 | [5.6]:0.19 | (5.6,5.9):0.04 | [5.9]:0.19 | (5.9,6.1):0.02 | [6.1]:0.19 | [6.2]:0.19"
6,6,6,[1.0]:0.75 | [1.1]:0.25
6,6,5,[5.6]:0.03 | [5.7]:0.2 | [5.8]:0.53 | [5.9]:0.2 | [6.0]:0.03
6,6,1,[3.1]:1.0
6,6,2,[4.0]:0.12 | [4.1]:0.88
6,6,4,[1.9]:0.22 | [2.0]:0.72 | [2.1]:0.06
7,1,4,[1.0]:0.25 | [1.1]:0.75
7,1,1,"[5.0]:0.04 | [5.1]:0.24 | [5.2]:0.44 | (5.2,5.4):0.04 | [5.4]:0.24"
7,1,2,[3.9]:0.39 | [4.0]:0.39 | [4.1]:0.22
7,1,5,[5.3]:0.5 | [5.4]:0.5
7,1,3,"[2.7,2.9):0.07 | [2.9]:0.63 | [3.0]:0.23 | (3.0,3.2]:0.07"
7,1,6,[3.0]:0.25 | [3.1]:0.75
7,2,5,[1.9]:0.25 | [2.0]:0.75
7,3,5,[2.9]:0.58 | [3.0]:0.42
7,3,4,[6.1]:0.38 | [6.2]:0.62
7,3,2,"[3.6]:0.08 | [3.7]:0.75 | (3.7,3.9]:0.17"
7,3,6,[5.7]:0.21 | [5.8]:0.38 | [5.9]:0.21 | [6.0]:0.21
7,3,3,[5.4]:0.31 | [5.5]:0.31 | [5.6]:0.31 | [5.7]:0.06
7,3,1,[2.0]:0.25 | [2.1]:0.75
7,4,3,[3.0]:0.7 | [3.1]:0.3
7,4,4,[4.5]:1.0
7,4,1,"[2.8]:0.08 | [2.9]:0.58 | (2.9,3.3]:0.33"
7,4,6,[6.3]:0.17 | [6.4]:0.67 | [6.5]:0.17
7,4,2,"[1.9]:0.06 | [2.0]:0.56 | (2.0,2.2):0.06 | [2.2]:0.31"
7,4,5,[2.8]:0.27 | [2.9]:0.47 | [3.0]:0.27
7,5,6,"[3.0]:0.12 | [3.1]:0.62 | (3.1,3.3]:0.25"
7,5,1,[3.9]:0.75 | [4.0]:0.25
7,5,4,"[5.7,5.9):0.08 | [5.9]:0.24 | [6.0]:0.44 | [6.1]:0.24"
7,5,3,"[6.1]:0.07 | [6.2]:0.4 | (6.2,6.4):0.07 | [6.4]:0.4 | [6.5]:0.07"
7,5,5,[2.7]:0.17 | [2.8]:0.67 | [2.9]:0.17
8,1,2,"[3.9]:0.3 | [4.0]:0.55 | (4.0,4.3]:0.15"
8,1,3,[2.9]:0.07 | [3.0]:0.47 | [3.1]:0.47
8,2,3,"[5.1]:0.78 | (5.1,5.3]:0.22"
8,2,1,[4.0]:0.04 | [4.1]:0.71 | [4.2]:0.21 | [4.3]:0.04
8,2,2,[2.9]:0.27 | [3.0]:0.67 | [3.1]:0.07
8,2,6,"[2.7,2.9):0.06 | [2.9]:0.23 | (2.9,3.1):0.03 | [3.1]:0.23 | [3.2]:0.43 | [3.3]:0.03"
8,2,5,[1.8]:0.5 | [1.9]:0.5
8,3,5,"[2.9,3.2):0.2 | [3.2]:0.73 | [3.3]:0.07"
8,3,4,"[5.7,5.9):0.07 | [5.9]:0.23 | [6.0]:0.43 | (6.0,6.2):0.03 | [6.2]:0.23"
8,3,2,[4.0]:0.25 | [4.1]:0.75
8,3,6,"[5.6,6.1):0.15 | [6.1]:0.36 | [6.2]:0.36 | (6.2,6.6]:0.12"
8,3,3,"[5.5,5.7):0.07 | [5.7]:0.29 | (5.7,6.0):0.07 | [6.0]:0.54 | [6.1]:0.04"
8,3,1,[1.9]:1.0
8,4,6,"[3.0]:0.44 | (3.0,3.2):0.11 | [3.2]:0.44"
8,4,1,"[3.7]:0.05 | [3.8]:0.55 | (3.8,4.1):0.1 | [4.1]:0.3"
8,4,4,[6.1]:0.17 | [6.2]:0.67 | [6.3]:0.17
8,4,3,"[5.4,5.8):0.08 | [5.8]:0.22 | [5.9]:0.22 | [6.0]:0.22 | [6.1]:0.22 | (6.1,6.3]:0.04"
8,4,5,"[2.9]:0.07 | [3.0]:0.4 | [3.1]:0.4 | (3.1,3.3]:0.13"
8,5,1,"[3.7,4.0):0.3 | [4.0]:0.6 | [4.1]:0.1"
8,5,4,[4.6]:0.83 | [4.7]:0.17
8,5,2,"[2.7]:0.29 | (2.7,2.9):0.04 | [2.9]:0.29 | [3.0]:0.29 | (3.0,3.2]:0.08"
8,5,6,"[3.0]:0.25 | (3.0,3.2):0.05 | [3.2]:0.45 | [3.3]:0.25"
8,5,5,[3.9]:0.05 | [4.0]:0.65 | [4.1]:0.25 | [4.2]:0.05
8,6,6,[1.0]:0.7 | [1.1]:0.3
8,6,5,"[5.6,5.8):0.12 | [5.8]:0.56 | (5.8,6.3]:0.31"
8,6,1,"[2.7,3.0):0.21 | [3.0]:0.57 | (3.0,3.3]:0.21"
8,6,2,"[3.8]:0.08 | [3.9]:0.42 | (3.9,4.1):0.08 | [4.1]:0.42"
8,6,4,[1.8]:0.25 | [1.9]:0.75
9,1,2,"[6.0]:0.06 | [6.1]:0.72 | (6.1,6.5]:0.22"
9,2,6,[5.1]:1.0
9,2,3,[4.0]:0.58 | [4.1]:0.42
9,3,6,[0.9]:0.38 | [1.0]:0.62
9,3,5,"[5.4]:0.05 | [5.5]:0.55 | (5.5,6.4]:0.41"
9,3,1,[3.1]:0.75 | [3.2]:0.25
9,3,2,"[3.8,4.1):0.38 | [4.1]:0.62"
9,3,4,[1.9]:0.39 | [2.0]:0.22 | [2.1]:0.39
9,4,1,[4.0]:0.27 | [4.1]:0.47 | [4.2]:0.27
9,4,4,"[5.0]:0.25 | [5.1]:0.45 | (5.1,5.3):0.05 | [5.3]:0.25"
9,4,2,[2.9]:0.39 | [3.0]:0.39 | [3.1]:0.22
9,4,6,"[2.8]:0.03 | [2.9]:0.23 | (2.9,3.1):0.03 | [3.1]:0.43 | (3.1,3.3):0.03 | [3.3]:0.23"
9,4,5,"[3.6,3.8):0.17 | [3.8]:0.42 | [3.9]:0.42"
9,5,2,"[3.7]:0.08 | [3.8]:0.58 | (3.8,4.2]:0.33"
9,5,3,[2.8]:0.83 | [2.9]:0.17
10,1,4,[3.1]:0.9 | [3.2]:0.1
10,2,5,"[2.7,2.9):0.05 | [2.9]:0.36 | (2.9,3.1):0.02 | [3.1]:0.19 | (3.1,3.3):0.02 | [3.3]:0.36"
10,2,4,"[5.6,5.8):0.05 | [5.8]:0.27 | [5.9]:0.52 | (5.9,6.6]:0.16"
10,2,2,[4.0]:0.42 | [4.1]:0.58
10,2,6,"[5.8]:0.03 | [5.9]:0.28 | [6.0]:0.28 | (6.0,6.4):0.09 | [6.4]:0.28 | [6.5]:0.03"
10,2,3,"[5.7]:0.02 | [5.8]:0.35 | (5.8,6.0):0.02 | [6.0]:0.19 | (6.0,6.3):0.04 | [6.3]:0.19 | [6.4]:0.19 | [6.5]:0.02"
10,2,1,"[1.8,2.0):0.33 | [2.0]:0.67"
10,3,6,[2.8]:0.08 | [2.9]:0.83 | [3.0]:0.08
10,3,1,"[3.7]:0.23 | (3.7,3.9):0.03 | [3.9]:0.23 | [4.0]:0.43 | (4.0,4.2]:0.07"
10,3,4,"[5.8,6.2):0.1 | [6.2]:0.42 | [6.3]:0.23 | [6.4]:0.23 | [6.5]:0.03"
10,3,3,[5.8]:0.42 | [5.9]:0.58
10,3,5,[2.7]:0.21 | [2.8]:0.21 | [2.9]:0.38 | [3.0]:0.21
10,4,4,[0.9]:0.5 | [1.0]:0.5
10,4,1,[4.7]:0.38 | [4.8]:0.21 | [4.9]:0.21 | [5.0]:0.21
10,4,2,[3.9]:0.83 | [4.0]:0.17
10,4,5,"[4.8]:0.25 | [4.9]:0.45 | (4.9,5.1):0.05 | [5.1]:0.25"
10,4,3,[3.1]:1.0
10,4,6,[2.8]:0.27 | [2.9]:0.67 | [3.0]:0.07
10,5,6,[3.0]:0.17 | [3.1]:0.67 | [3.2]:0.17
10,5,5,"[5.4,5.6):0.06 | [5.6]:0.28 | [5.7]:0.28 | (5.7,6.1):0.08 | [6.1]:0.28 | [6.2]:0.03"
10,6,6,[1.0]:1.0
10,6,5,"[5.5,5.7):0.13 | [5.7]:0.4 | [5.8]:0.4 | [5.9]:0.07"
10,6,1,[3.0]:0.5 | [3.1]:0.5
10,6,2,"[3.7,3.9):0.07 | [3.9]:0.43 | [4.0]:0.23 | [4.1]:0.23 | [4.2]:0.03"
10,6,4,[2.0]:0.62 | [2.1]:0.38
