Job index,Operation index,Machine index,Grey processing time
2,5,10,"[18.0]:0.18 | (18.0,18.2):0.02 | [18.2]:0.18 | (18.2,18.5):0.03 | [18.5]:0.18 | [18.6]:0.35 | (18.6,18.9]:0.05"
2,6,3,[15.8]:0.7 | [15.9]:0.3
2,6,4,[20.7]:1.0
2,7,7,[14.9]:0.04 | [15.0]:0.21 | [15.1]:0.54 | [15.2]:0.21
2,8,5,"[8.7]:0.19 | (8.7,8.9):0.02 | [8.9]:0.19 | (8.9,9.1):0.02 | [9.1]:0.19 | (9.1,9.3):0.02 | [9.3]:0.35 | [9.4]:0.02"
2,9,5,"[12.7,15.0):0.46 | [15.0]:0.52 | [15.1]:0.02"
2,9,9,[5.1]:0.04 | [5.2]:0.71 | [5.3]:0.21 | [5.4]:0.04
2,10,1,"[18.1]:0.04 | [18.2]:0.29 | (18.2,18.4):0.04 | [18.4]:0.54 | (18.4,18.7]:0.11"
2,11,7,"[9.8,10.5):0.16 | [10.5]:0.52 | [10.6]:0.27 | (10.6,10.8]:0.05"
2,11,8,"[17.9,19.1):0.26 | [19.1]:0.52 | (19.1,20.1]:0.22"
2,12,1,"[16.0]:0.04 | [16.1]:0.54 | (16.1,17.1]:0.42"
3,1,5,"[12.8]:0.07 | [12.9]:0.57 | (12.9,13.4]:0.36"
3,1,9,[5.2]:1.0
3,2,1,[20.7]:1.0
3,3,1,"[9.4]:0.22 | (9.4,9.7):0.04 | [9.7]:0.22 | (9.7,10.1):0.06 | [10.1]:0.22 | [10.2]:0.22 | [10.3]:0.02"
3,4,3,[17.5]:0.11 | [17.6]:0.44 | [17.7]:0.44
3,5,7,"[16.4,16.9):0.08 | [16.9]:0.35 | (16.9,17.5):0.08 | [17.5]:0.35 | (17.5,18.3]:0.13"
3,5,4,"[4.6]:0.1 | [4.7]:0.6 | (4.7,5.0]:0.3"
3,6,4,[4.6]:0.75 | [4.7]:0.25
3,6,10,"[10.8]:0.01 | [10.9]:0.26 | (10.9,11.3):0.04 | [11.3]:0.26 | (11.3,11.5):0.01 | [11.5]:0.26 | (11.5,12.8]:0.15"
3,7,3,"[4.7,4.9):0.08 | [4.9]:0.38 | [5.0]:0.38 | (5.0,5.4]:0.17"
3,7,8,"[11.5]:0.22 | (11.5,11.9):0.05 | [11.9]:0.22 | (11.9,12.3):0.05 | [12.3]:0.42 | (12.3,12.6]:0.05"
3,8,10,"[10.0,10.3):0.1 | [10.3]:0.43 | [10.4]:0.43 | [10.5]:0.03"
3,9,5,[8.5]:0.25 | [8.6]:0.75
3,10,1,"[6.5]:0.04 | [6.6]:0.54 | (6.6,7.6]:0.42"
3,11,7,[9.8]:0.75 | [9.9]:0.25
3,11,8,"[18.9]:0.01 | [19.0]:0.18 | (19.0,19.2):0.01 | [19.2]:0.18 | [19.3]:0.18 | (19.3,19.6):0.02 | [19.6]:0.18 | (19.6,20.2):0.05 | [20.2]:0.18 | (20.2,20.6]:0.04"
3,12,1,[9.7]:0.58 | [9.8]:0.33 | [9.9]:0.08
3,13,10,"[19.4,19.6):0.03 | [19.6]:0.35 | (19.6,19.8):0.02 | [19.8]:0.35 | (19.8,20.2):0.05 | [20.2]:0.18 | [20.3]:0.02"
3,14,10,"[16.5,16.7):0.02 | [16.7]:0.18 | (16.7,17.1):0.03 | [17.1]:0.18 | [17.2]:0.18 | (17.2,17.5):0.02 | [17.5]:0.18 | (17.5,17.8):0.02 | [17.8]:0.18 | [17.9]:0.01"
4,1,10,"[10.3,10.5):0.17 | [10.5]:0.42 | [10.6]:0.42"
4,2,5,[7.0]:0.22 | [7.1]:0.39 | [7.2]:0.39
4,2,7,"[6.5,7.2):0.19 | [7.2]:0.36 | [7.3]:0.36 | (7.3,7.6]:0.08"
4,3,7,"[14.3,14.5):0.25 | [14.5]:0.62 | [14.6]:0.12"
4,4,1,[10.1]:0.06 | [10.2]:0.31 | [10.3]:0.56 | [10.4]:0.06
4,5,10,"[17.2]:0.1 | [17.3]:0.6 | (17.3,17.6]:0.3"
4,6,3,"[13.6,13.9):0.14 | [13.9]:0.55 | (13.9,14.6]:0.32"
4,6,7,"[12.0,12.6):0.13 | [12.6]:0.52 | (12.6,14.2]:0.35"
4,7,10,"[13.6,13.9):0.11 | [13.9]:0.29 | [14.0]:0.54 | (14.0,14.2]:0.07"
4,7,5,"[7.3]:0.31 | [7.4]:0.31 | (7.4,7.6):0.06 | [7.6]:0.31"
4,8,3,"[11.1]:0.02 | [11.2]:0.19 | (11.2,11.4):0.02 | [11.4]:0.19 | [11.5]:0.36 | [11.6]:0.19 | [11.7]:0.02"
4,8,8,"[9.2]:0.4 | (9.2,9.4):0.07 | [9.4]:0.4 | (9.4,9.6]:0.13"
4,9,9,"[10.0,11.3):0.31 | [11.3]:0.52 | (11.3,12.0]:0.17"
4,10,5,[9.2]:1.0
5,1,5,[8.9]:0.38 | [9.0]:0.62
5,2,5,"[14.9]:0.42 | (14.9,15.1):0.08 | [15.1]:0.42 | [15.2]:0.08"
5,2,9,"[5.1,5.3):0.25 | [5.3]:0.62 | [5.4]:0.12"
5,3,7,"[17.0,18.0):0.08 | [18.0]:0.41 | (18.0,18.9):0.07 | [18.9]:0.21 | (18.9,19.2):0.02 | [19.2]:0.21 | [19.3]:0.01"
5,3,4,"[4.8,5.0):0.07 | [5.0]:0.29 | [5.1]:0.29 | (5.1,5.3):0.04 | [5.3]:0.29 | [5.4]:0.04"
5,4,3,"[11.7]:0.04 | [11.8]:0.24 | (11.8,12.0):0.04 | [12.0]:0.24 | [12.1]:0.44"
5,4,8,"[8.1,8.8):0.11 | [8.8]:0.27 | (8.8,9.0):0.02 | [9.0]:0.27 | (9.0,9.3):0.03 | [9.3]:0.27 | (9.3,9.6]:0.05"
5,5,1,[9.9]:0.25 | [10.0]:0.75
5,6,9,[10.8]:0.62 | [10.9]:0.38
5,7,1,"[6.4,6.6):0.1 | [6.6]:0.38 | (6.6,6.9):0.1 | [6.9]:0.38 | [7.0]:0.05"
5,8,7,"[12.8,13.2):0.04 | [13.2]:0.26 | (13.2,13.9):0.06 | [13.9]:0.26 | (13.9,14.5):0.05 | [14.5]:0.26 | (14.5,15.1]:0.06"
5,9,4,"[4.7,4.9):0.07 | [4.9]:0.43 | [5.0]:0.23 | [5.1]:0.23 | [5.2]:0.03"
5,9,10,"[12.2]:0.23 | (12.2,12.6):0.07 | [12.6]:0.42 | (12.6,12.8):0.03 | [12.8]:0.23 | [12.9]:0.03"
5,10,3,"[15.0]:0.05 | [15.1]:0.3 | (15.1,15.3):0.05 | [15.3]:0.55 | [15.4]:0.05"
5,10,4,[20.1]:0.5 | [20.2]:0.5
5,11,8,"[16.8,17.3):0.08 | [17.3]:0.27 | (17.3,17.9):0.08 | [17.9]:0.27 | (17.9,18.1):0.02 | [18.1]:0.27 | (18.1,18.3]:0.03"
5,12,10,"[18.1,18.4):0.02 | [18.4]:0.17 | (18.4,20.2):0.1 | [20.2]:0.51 | (20.2,20.6):0.02 | [20.6]:0.17 | [20.7]:0.01"
6,1,3,[15.4]:0.03 | [15.5]:0.37 | [15.6]:0.2 | [15.7]:0.2 | [15.8]:0.2
6,1,7,[11.7]:0.75 | [11.8]:0.25
6,2,3,"[17.3,17.7):0.03 | [17.7]:0.18 | (17.7,18.5):0.06 | [18.5]:0.18 | (18.5,18.7):0.01 | [18.7]:0.18 | [18.8]:0.18 | (18.8,19.1):0.02 | [19.1]:0.18 | [19.2]:0.01"
6,3,5,"[8.2,8.7):0.1 | [8.7]:0.27 | (8.7,9.1):0.06 | [9.1]:0.27 | [9.2]:0.27 | (9.2,9.4]:0.04"
6,4,10,"[17.9,18.8):0.09 | [18.8]:0.26 | [18.9]:0.26 | (18.9,19.7):0.07 | [19.7]:0.26 | (19.7,20.3]:0.06"
6,5,3,"[4.7]:0.22 | (4.7,4.9):0.02 | [4.9]:0.22 | [5.0]:0.22 | (5.0,5.5):0.09 | [5.5]:0.22"
6,5,8,"[11.0,11.2):0.04 | [11.2]:0.52 | (11.2,12.1):0.15 | [12.1]:0.27 | [12.2]:0.02"
6,6,7,"[17.1,17.3):0.17 | [17.3]:0.75 | [17.4]:0.08"
6,6,4,"[4.5,4.9):0.17 | [4.9]:0.38 | (4.9,5.2):0.08 | [5.2]:0.38"
6,7,8,"[13.2,13.4):0.02 | [13.4]:0.34 | [13.5]:0.18 | (13.5,14.2):0.06 | [14.2]:0.18 | (14.2,14.4):0.01 | [14.4]:0.18 | (14.4,14.7]:0.03"
6,7,10,"[8.2]:0.21 | (8.2,8.9):0.07 | [8.9]:0.21 | (8.9,9.1):0.01 | [9.1]:0.21 | [9.2]:0.21 | (9.2,9.9]:0.08"
6,8,4,"[5.2,5.4):0.17 | [5.4]:0.83"
6,8,10,"[11.2]:0.02 | [11.3]:0.35 | (11.3,12.2):0.15 | [12.2]:0.35 | (12.2,12.9]:0.13"
6,9,10,"[18.4]:0.28 | [18.5]:0.28 | (18.5,18.8):0.06 | [18.8]:0.28 | (18.8,19.1]:0.09"
6,10,1,[6.8]:0.27 | [6.9]:0.47 | [7.0]:0.27
7,1,1,"[10.6]:0.37 | (10.6,10.8):0.03 | [10.8]:0.2 | [10.9]:0.2 | [11.0]:0.2"
7,2,10,[16.5]:0.22 | [16.6]:0.72 | [16.7]:0.06
7,3,1,[6.4]:0.75 | [6.5]:0.25
7,4,5,"[8.9]:0.02 | [9.0]:0.22 | (9.0,9.4):0.07 | [9.4]:0.22 | (9.4,9.6):0.02 | [9.6]:0.22 | [9.7]:0.22"
7,5,8,"[14.1]:0.18 | (14.1,14.5):0.05 | [14.5]:0.35 | [14.6]:0.18 | (14.6,14.8):0.02 | [14.8]:0.18 | (14.8,15.1]:0.05"
7,5,10,"[8.9,9.3):0.4 | [9.3]:0.6"
7,6,7,[9.7]:0.38 | [9.8]:0.62
7,6,8,"[20.0]:0.02 | [20.1]:0.22 | (20.1,20.4):0.04 | [20.4]:0.42 | (20.4,20.8):0.07 | [20.8]:0.22"
7,7,3,"[15.0]:0.19 | [15.1]:0.35 | (15.1,15.3):0.02 | [15.3]:0.19 | (15.3,15.6):0.04 | [15.6]:0.19 | [15.7]:0.02"
7,7,4,[19.5]:0.33 | [19.6]:0.58 | [19.7]:0.08
7,8,10,"[13.4]:0.02 | [13.5]:0.22 | (13.5,13.9):0.05 | [13.9]:0.22 | (13.9,14.1):0.02 | [14.1]:0.22 | (14.1,14.6):0.06 | [14.6]:0.22"
7,8,5,"[6.7,7.2):0.42 | [7.2]:0.58"
7,9,8,"[16.2,16.6):0.03 | [16.6]:0.21 | (16.6,17.2):0.04 | [17.2]:0.21 | (17.2,17.7):0.03 | [17.7]:0.21 | (17.7,17.9):0.01 | [17.9]:0.21 | (17.9,18.4]:0.04"
7,10,10,"[19.9]:0.03 | [20.0]:0.23 | (20.0,20.2):0.03 | [20.2]:0.23 | (20.2,20.4):0.03 | [20.4]:0.43 | [20.5]:0.03"
7,11,1,"[17.6,18.0):0.08 | [18.0]:0.27 | (18.0,18.2):0.02 | [18.2]:0.27 | (18.2,18.4):0.02 | [18.4]:0.27 | (18.4,18.7]:0.06"
7,12,1,"[9.1,9.6):0.1 | [9.6]:0.35 | (9.6,10.2):0.1 | [10.2]:0.35 | (10.2,10.6]:0.08"
8,1,1,"[9.2,9.4):0.03 | [9.4]:0.18 | [9.5]:0.18 | (9.5,9.7):0.01 | [9.7]:0.35 | (9.7,10.0):0.03 | [10.0]:0.18 | (10.0,10.4]:0.05"
8,2,7,[14.4]:0.7 | [14.5]:0.3
8,3,1,"[9.2]:0.04 | [9.3]:0.54 | (9.3,10.4]:0.42"
8,4,3,"[14.1]:0.03 | [14.2]:0.23 | [14.3]:0.23 | (14.3,14.5):0.03 | [14.5]:0.23 | [14.6]:0.23 | [14.7]:0.03"
8,4,4,[19.4]:1.0
8,5,5,"[15.1,15.3):0.33 | [15.3]:0.67"
8,5,9,[4.7]:0.03 | [4.8]:0.19 | [4.9]:0.19 | [5.0]:0.19 | [5.1]:0.36 | [5.2]:0.03
8,6,7,"[17.6,18.1):0.17 | [18.1]:0.53 | (18.1,19.0]:0.3"
8,6,4,[4.9]:0.27 | [5.0]:0.47 | [5.1]:0.27
8,7,3,"[17.7,18.0):0.03 | [18.0]:0.18 | (18.0,18.5):0.04 | [18.5]:0.18 | (18.5,18.8):0.02 | [18.8]:0.18 | [18.9]:0.18 | (18.9,19.1):0.01 | [19.1]:0.18"
8,8,1,"[18.4,19.0):0.07 | [19.0]:0.21 | (19.0,19.5):0.05 | [19.5]:0.21 | [19.6]:0.21 | (19.6,19.8):0.01 | [19.8]:0.21 | [19.9]:0.01"
8,9,4,"[4.8,5.0):0.2 | [5.0]:0.6 | (5.0,5.2]:0.2"
8,9,10,"[11.6,11.9):0.2 | [11.9]:0.73 | [12.0]:0.07"
8,10,5,"[9.0,9.2):0.2 | [9.2]:0.6 | (9.2,9.4]:0.2"
8,11,10,"[18.4,18.6):0.03 | [18.6]:0.42 | [18.7]:0.22 | (18.7,19.2):0.06 | [19.2]:0.22 | (19.2,19.6]:0.06"
9,1,7,"[9.8,10.0):0.03 | [10.0]:0.18 | (10.0,10.3):0.03 | [10.3]:0.18 | (10.3,10.5):0.01 | [10.5]:0.35 | (10.5,10.8):0.03 | [10.8]:0.18 | (10.8,11.0]:0.03"
9,1,8,"[19.8]:0.28 | (19.8,20.2):0.08 | [20.2]:0.28 | (20.2,20.6):0.08 | [20.6]:0.28"
9,2,8,"[13.7,14.1):0.11 | [14.1]:0.43 | [14.2]:0.43 | [14.3]:0.03"
9,2,10,"[8.2]:0.03 | [8.3]:0.23 | (8.3,8.6):0.07 | [8.6]:0.43 | [8.7]:0.23"
9,3,1,"[17.5,17.8):0.08 | [17.8]:0.53 | (17.8,19.2]:0.39"
9,4,10,"[17.6]:0.01 | [17.7]:0.35 | (17.7,18.5):0.09 | [18.5]:0.51 | (18.5,18.8]:0.04"
9,5,10,"[13.5]:0.37 | [13.6]:0.2 | (13.6,13.8):0.03 | [13.8]:0.2 | [13.9]:0.2"
9,5,5,"[6.5]:0.02 | [6.6]:0.22 | [6.7]:0.22 | [6.8]:0.22 | (6.8,7.1):0.04 | [7.1]:0.22 | (7.1,7.5]:0.07"
9,6,2,[5.0]:0.27 | [5.1]:0.27 | [5.2]:0.47
9,7,4,"[4.5,4.8):0.17 | [4.8]:0.72 | (4.8,5.0]:0.11"
9,7,10,"[11.3,11.5):0.04 | [11.5]:0.35 | (11.5,11.8):0.04 | [11.8]:0.35 | (11.8,12.9]:0.22"
9,8,5,[7.2]:1.0
9,8,7,[6.6]:0.33 | [6.7]:0.58 | [6.8]:0.08
9,9,1,[14.8]:0.21 | [14.9]:0.38 | [15.0]:0.38 | [15.1]:0.04
9,10,1,[7.3]:0.62 | [7.4]:0.38
9,11,9,"[10.4]:0.02 | [10.5]:0.22 | (10.5,10.7):0.02 | [10.7]:0.42 | (10.7,11.0):0.04 | [11.0]:0.22 | (11.0,11.4]:0.07"
9,12,3,"[19.4]:0.19 | (19.4,19.6):0.02 | [19.6]:0.19 | (19.6,19.8):0.02 | [19.8]:0.35 | (19.8,20.1):0.04 | [20.1]:0.19"
9,13,1,"[9.7]:0.01 | [9.8]:0.35 | [9.9]:0.18 | (9.9,10.1):0.01 | [10.1]:0.18 | (10.1,10.6):0.05 | [10.6]:0.18 | (10.6,10.9]:0.04"
9,14,10,[18.9]:0.27 | [19.0]:0.47 | [19.1]:0.27
10,1,10,"[17.4]:0.28 | (17.4,17.6):0.03 | [17.6]:0.28 | (17.6,17.9):0.06 | [17.9]:0.28 | (17.9,18.1]:0.06"
10,2,10,"[14.2]:0.6 | (14.2,14.6]:0.4"
10,2,5,[7.5]:0.38 | [7.6]:0.62
10,3,8,"[16.5,16.9):0.02 | [16.9]:0.17 | (16.9,17.2):0.01 | [17.2]:0.17 | (17.2,18.1):0.04 | [18.1]:0.17 | (18.1,18.9):0.03 | [18.9]:0.17 | [19.0]:0.17 | (19.0,19.8]:0.04"
10,4,3,"[9.9,10.5):0.09 | [10.5]:0.27 | (10.5,10.9):0.05 | [10.9]:0.52 | (10.9,11.4]:0.08"
10,4,8,"[8.6,9.6):0.38 | [9.6]:0.54 | (9.6,9.8]:0.08"
10,5,1,[6.7]:0.05 | [6.8]:0.3 | [6.9]:0.3 | [7.0]:0.3 | [7.1]:0.05
10,6,1,[9.7]:0.17 | [9.8]:0.83
10,7,5,"[12.8,13.1):0.06 | [13.1]:0.35 | (13.1,13.7):0.1 | [13.7]:0.35 | (13.7,14.4]:0.14"
10,7,9,"[4.8]:0.31 | [4.9]:0.56 | (4.9,5.1]:0.12"
10,8,3,"[14.6,14.9):0.04 | [14.9]:0.18 | (14.9,15.7):0.08 | [15.7]:0.35 | [15.8]:0.35 | [15.9]:0.01"
10,8,4,"[18.4]:0.18 | [18.5]:0.18 | [18.6]:0.18 | (18.6,19.0):0.04 | [19.0]:0.18 | (19.0,19.2):0.01 | [19.2]:0.18 | (19.2,19.6]:0.05"
10,9,10,[18.8]:0.42 | [18.9]:0.58
10,10,3,"[17.5]:0.62 | (17.5,17.8]:0.38"
10,11,1,"[18.2,18.8):0.11 | [18.8]:0.35 | (18.8,19.4):0.09 | [19.4]:0.35 | (19.4,20.0]:0.11"
11,1,5,[13.3]:0.12 | [13.4]:0.88
11,1,9,"[5.1]:0.06 | [5.2]:0.31 | (5.2,5.4):0.06 | [5.4]:0.56"
11,2,1,"[9.9,10.2):0.1 | [10.2]:0.37 | (10.2,10.5):0.07 | [10.5]:0.37 | (10.5,10.8]:0.1"
11,3,8,"[17.3,17.5):0.05 | [17.5]:0.23 | [17.6]:0.23 | [17.7]:0.42 | (17.7,18.0]:0.07"
11,4,3,"[15.8]:0.05 | [15.9]:0.3 | (15.9,16.1):0.05 | [16.1]:0.3 | [16.2]:0.3"
11,4,4,"[18.2,19.3):0.26 | [19.3]:0.52 | (19.3,20.2]:0.21"
11,5,7,"[9.5]:0.12 | [9.6]:0.62 | (9.6,9.8]:0.25"
11,5,8,"[17.3]:0.36 | (17.3,17.5):0.03 | [17.5]:0.36 | (17.5,17.8):0.06 | [17.8]:0.19"
11,6,3,"[4.6]:0.04 | [4.7]:0.37 | (4.7,5.0):0.07 | [5.0]:0.37 | (5.0,5.4]:0.15"
11,6,8,"[10.8,11.0):0.02 | [11.0]:0.21 | (11.0,11.3):0.02 | [11.3]:0.21 | [11.4]:0.21 | (11.4,12.7):0.11 | [12.7]:0.21 | (12.7,12.9]:0.02"
11,7,3,[11.5]:0.3 | [11.6]:0.7
11,7,8,"[8.4]:0.04 | [8.5]:0.29 | (8.5,9.0):0.14 | [9.0]:0.54"
11,8,8,"[13.3]:0.54 | (13.3,14.5]:0.46"
11,8,10,"[8.7]:0.4 | (8.7,9.1):0.2 | [9.1]:0.4"
11,9,10,"[9.1,9.7):0.33 | [9.7]:0.56 | (9.7,9.9]:0.11"
11,10,9,"[10.2,10.4):0.03 | [10.4]:0.22 | [10.5]:0.22 | (10.5,10.8):0.03 | [10.8]:0.42 | (10.8,11.4]:0.09"
11,11,3,"[18.0,18.8):0.09 | [18.8]:0.34 | (18.8,19.6):0.08 | [19.6]:0.34 | (19.6,20.8]:0.14"
12,1,10,"[19.5,19.8):0.15 | [19.8]:0.55 | (19.8,20.4]:0.3"
12,2,3,"[10.6]:0.07 | [10.7]:0.57 | (10.7,11.2]:0.36"
12,2,8,"[8.2,8.7):0.08 | [8.7]:0.27 | (8.7,9.0):0.03 | [9.0]:0.27 | (9.0,9.4):0.05 | [9.4]:0.27 | (9.4,9.7]:0.05"
12,3,5,"[6.4]:0.08 | [6.5]:0.42 | (6.5,6.7):0.08 | [6.7]:0.42"
12,3,7,"[6.8,7.1):0.3 | [7.1]:0.6 | [7.2]:0.1"
12,4,1,"[16.0,16.3):0.05 | [16.3]:0.18 | (16.3,16.7):0.05 | [16.7]:0.52 | [16.8]:0.18 | [16.9]:0.02"
12,5,7,"[12.9,13.1):0.02 | [13.1]:0.21 | (13.1,13.4):0.02 | [13.4]:0.21 | (13.4,13.6):0.01 | [13.6]:0.21 | (13.6,13.8):0.01 | [13.8]:0.21 | (13.8,14.5]:0.08"
12,6,7,"[17.5,17.8):0.09 | [17.8]:0.43 | (17.8,18.0):0.03 | [18.0]:0.43 | [18.1]:0.03"
12,6,4,[5.2]:0.08 | [5.3]:0.42 | [5.4]:0.42 | [5.5]:0.08
12,7,4,"[4.9,5.4):0.42 | [5.4]:0.58"
12,7,10,[12.0]:0.25 | [12.1]:0.75
12,8,1,[10.1]:0.08 | [10.2]:0.42 | [10.3]:0.42 | [10.4]:0.08
12,9,8,"[17.1,18.0):0.18 | [18.0]:0.35 | (18.0,18.3):0.04 | [18.3]:0.35 | (18.3,18.7]:0.08"
12,10,5,"[14.3,14.7):0.12 | [14.7]:0.28 | [14.8]:0.28 | [14.9]:0.28 | [15.0]:0.03"
12,10,9,"[4.7,4.9):0.17 | [4.9]:0.42 | [5.0]:0.42"
13,1,10,"[13.4]:0.05 | [13.5]:0.3 | [13.6]:0.3 | (13.6,13.8):0.05 | [13.8]:0.3"
13,1,5,[7.6]:1.0
13,2,10,"[17.7,18.1):0.07 | [18.1]:0.35 | [18.2]:0.18 | [18.3]:0.18 | (18.3,18.5):0.02 | [18.5]:0.18 | [18.6]:0.02"
13,3,7,[9.5]:1.0
13,3,8,"[18.2,18.5):0.03 | [18.5]:0.21 | (18.5,18.8):0.02 | [18.8]:0.21 | (18.8,19.2):0.03 | [19.2]:0.21 | (19.2,19.7):0.04 | [19.7]:0.21 | (19.7,19.9]:0.02"
13,4,3,"[14.1]:0.01 | [14.2]:0.26 | (14.2,14.5):0.02 | [14.5]:0.26 | (14.5,16.1):0.16 | [16.1]:0.26 | (16.1,16.3]:0.02"
13,4,4,"[18.4]:0.02 | [18.5]:0.35 | (18.5,18.8):0.04 | [18.8]:0.35 | (18.8,20.0]:0.24"
13,5,1,"[19.7]:0.58 | (19.7,20.2]:0.42"
13,6,8,"[16.9,17.7):0.06 | [17.7]:0.17 | [17.8]:0.17 | (17.8,18.0):0.01 | [18.0]:0.51 | (18.0,19.1]:0.08"
13,7,8,"[13.1,13.5):0.12 | [13.5]:0.28 | [13.6]:0.53 | (13.6,13.8]:0.06"
13,7,10,"[8.7,9.0):0.05 | [9.0]:0.22 | [9.1]:0.22 | (9.1,9.3):0.02 | [9.3]:0.22 | [9.4]:0.22 | (9.4,9.9]:0.08"
13,8,3,"[10.1,10.9):0.24 | [10.9]:0.36 | (10.9,11.1):0.03 | [11.1]:0.36"
13,8,8,"[8.1]:0.53 | (8.1,9.7]:0.47"
13,9,10,"[16.5]:0.34 | (16.5,19.0):0.26 | [19.0]:0.34 | (19.0,19.5]:0.05"
13,10,5,[13.8]:0.33 | [13.9]:0.33 | [14.0]:0.33
13,10,9,"[4.6]:0.04 | [4.7]:0.54 | (4.7,4.9):0.04 | [4.9]:0.29 | (4.9,5.2]:0.11"
13,11,2,[5.3]:1.0
14,1,1,[9.1]:0.25 | [9.2]:0.75
14,2,5,"[6.9,7.1):0.25 | [7.1]:0.62 | [7.2]:0.12"
14,2,7,"[6.3,6.5):0.04 | [6.5]:0.22 | (6.5,6.7):0.02 | [6.7]:0.42 | (6.7,6.9):0.02 | [6.9]:0.22 | (6.9,7.1]:0.04"
14,3,1,[9.3]:0.11 | [9.4]:0.44 | [9.5]:0.44
14,4,9,"[10.5]:0.1 | [10.6]:0.6 | (10.6,10.9]:0.3"
14,5,7,"[13.1,14.1):0.45 | [14.1]:0.55"
14,6,3,"[14.5,15.8):0.43 | [15.8]:0.53 | [15.9]:0.03"
14,6,7,[12.6]:0.5 | [12.7]:0.5
14,7,8,"[12.7,13.5):0.16 | [13.5]:0.35 | (13.5,13.9):0.06 | [13.9]:0.35 | (13.9,14.3]:0.08"
14,7,10,[8.4]:0.33 | [8.5]:0.58 | [8.6]:0.08
14,8,1,"[14.7,14.9):0.17 | [14.9]:0.58 | (14.9,15.2]:0.25"
14,9,3,"[4.7]:0.03 | [4.8]:0.23 | [4.9]:0.23 | [5.0]:0.23 | (5.0,5.3):0.06 | [5.3]:0.23"
14,9,8,"[11.1]:0.02 | [11.2]:0.19 | [11.3]:0.19 | (11.3,11.6):0.04 | [11.6]:0.19 | (11.6,11.8):0.02 | [11.8]:0.35"
14,10,5,[14.7]:0.25 | [14.8]:0.75
14,10,9,"[4.5]:0.45 | (4.5,4.7):0.05 | [4.7]:0.25 | [4.8]:0.25"
14,11,2,"[4.8]:0.42 | [4.9]:0.42 | (4.9,5.1]:0.17"
15,1,5,[12.8]:0.17 | [12.9]:0.67 | [13.0]:0.17
15,1,9,"[4.8]:0.07 | [4.9]:0.4 | (4.9,5.2):0.13 | [5.2]:0.4"
15,2,5,[6.6]:0.44 | [6.7]:0.44 | [6.8]:0.11
15,2,7,"[6.4,6.7):0.08 | [6.7]:0.36 | [6.8]:0.36 | (6.8,7.5]:0.19"
15,3,7,"[13.9,14.3):0.12 | [14.3]:0.53 | [14.4]:0.28 | (14.4,14.6]:0.06"
15,4,10,[10.4]:0.75 | [10.5]:0.25
15,5,7,[10.3]:1.0
15,5,8,"[18.6,18.8):0.05 | [18.8]:0.42 | [18.9]:0.23 | (18.9,19.1):0.03 | [19.1]:0.23 | (19.1,19.3]:0.05"
15,6,3,[15.7]:0.75 | [15.8]:0.25
15,6,4,"[17.5,19.2):0.18 | [19.2]:0.34 | (19.2,20.2):0.1 | [20.2]:0.34 | (20.2,20.5]:0.03"
